VIX Index,VIX Index,,SPX Index,SPX Index
4/27/2007,12.45,,4/27/2007,1494.07
4/30/2007,14.22,,4/30/2007,1482.37
5/1/2007,13.51,,5/1/2007,1486.3
5/2/2007,13.08,,5/2/2007,1495.92
5/3/2007,13.09,,5/3/2007,1502.39
5/4/2007,12.91,,5/4/2007,1505.62
5/7/2007,13.15,,5/7/2007,1509.48
5/8/2007,13.21,,5/8/2007,1507.72
5/9/2007,12.88,,5/9/2007,1512.58
5/10/2007,13.6,,5/10/2007,1491.47
5/11/2007,12.95,,5/11/2007,1505.85
5/14/2007,13.96,,5/14/2007,1503.15
5/15/2007,14.01,,5/15/2007,1501.19
5/16/2007,13.5,,5/16/2007,1514.14
5/17/2007,13.51,,5/17/2007,1512.75
5/18/2007,12.76,,5/18/2007,1522.75
5/21/2007,13.3,,5/21/2007,1525.1
5/22/2007,13.06,,5/22/2007,1524.12
5/23/2007,13.24,,5/23/2007,1522.28
5/24/2007,14.08,,5/24/2007,1507.51
5/25/2007,13.34,,5/25/2007,1515.73
5/29/2007,13.53,,5/29/2007,1518.11
5/30/2007,12.83,,5/30/2007,1530.23
5/31/2007,13.05,,5/31/2007,1530.62
6/1/2007,12.78,,6/1/2007,1536.34
6/4/2007,13.29,,6/4/2007,1539.18
6/5/2007,13.63,,6/5/2007,1530.95
6/6/2007,14.87,,6/6/2007,1517.38
6/7/2007,17.06,,6/7/2007,1490.72
6/8/2007,14.84,,6/8/2007,1507.67
6/11/2007,14.71,,6/11/2007,1509.12
6/12/2007,16.67,,6/12/2007,1493
6/13/2007,14.73,,6/13/2007,1515.67
6/14/2007,13.64,,6/14/2007,1522.97
6/15/2007,13.94,,6/15/2007,1532.91
6/18/2007,13.42,,6/18/2007,1531.05
6/19/2007,12.85,,6/19/2007,1533.71
6/20/2007,14.67,,6/20/2007,1512.84
6/21/2007,14.21,,6/21/2007,1522.19
6/22/2007,15.75,,6/22/2007,1502.56
6/25/2007,16.65,,6/25/2007,1497.74
6/26/2007,18.89,,6/26/2007,1492.89
6/27/2007,15.53,,6/27/2007,1506.35
6/28/2007,15.54,,6/28/2007,1505.71
6/29/2007,16.23,,6/29/2007,1503.35
7/2/2007,15.4,,7/2/2007,1519.43
7/3/2007,14.92,,7/3/2007,1524.87
7/5/2007,15.48,,7/5/2007,1525.4
7/6/2007,14.72,,7/6/2007,1530.44
7/9/2007,15.16,,7/9/2007,1531.85
7/10/2007,17.57,,7/10/2007,1510.12
7/11/2007,16.64,,7/11/2007,1518.76
7/12/2007,15.54,,7/12/2007,1547.7
7/13/2007,15.15,,7/13/2007,1552.5
7/16/2007,15.59,,7/16/2007,1549.52
7/17/2007,15.63,,7/17/2007,1549.37
7/18/2007,16,,7/18/2007,1546.17
7/19/2007,15.23,,7/19/2007,1553.08
7/20/2007,16.95,,7/20/2007,1534.1
7/23/2007,16.81,,7/23/2007,1541.57
7/24/2007,18.55,,7/24/2007,1511.04
7/25/2007,18.1,,7/25/2007,1518.09
7/26/2007,20.74,,7/26/2007,1482.67
7/27/2007,24.17,,7/27/2007,1458.95
7/30/2007,20.87,,7/30/2007,1473.91
7/31/2007,23.52,,7/31/2007,1455.28
8/1/2007,23.67,,8/1/2007,1465.81
8/2/2007,21.22,,8/2/2007,1472.2
8/3/2007,25.16,,8/3/2007,1433.06
8/6/2007,22.94,,8/6/2007,1467.67
8/7/2007,21.56,,8/7/2007,1476.71
8/8/2007,21.45,,8/8/2007,1497.49
8/9/2007,26.48,,8/9/2007,1453.09
8/10/2007,28.3,,8/10/2007,1453.64
8/13/2007,26.57,,8/13/2007,1452.92
8/14/2007,27.68,,8/14/2007,1426.54
8/15/2007,30.67,,8/15/2007,1406.7
8/16/2007,30.83,,8/16/2007,1411.27
8/17/2007,29.99,,8/17/2007,1445.94
8/20/2007,26.33,,8/20/2007,1445.55
8/21/2007,25.25,,8/21/2007,1447.12
8/22/2007,22.89,,8/22/2007,1464.07
8/23/2007,22.62,,8/23/2007,1462.5
8/24/2007,20.72,,8/24/2007,1479.37
8/27/2007,22.72,,8/27/2007,1466.79
8/28/2007,26.3,,8/28/2007,1432.36
8/29/2007,23.81,,8/29/2007,1463.76
8/30/2007,25.06,,8/30/2007,1457.64
8/31/2007,23.38,,8/31/2007,1473.99
9/4/2007,22.78,,9/4/2007,1489.42
9/5/2007,24.58,,9/5/2007,1472.29
9/6/2007,23.99,,9/6/2007,1478.55
9/7/2007,26.23,,9/7/2007,1453.55
9/10/2007,27.38,,9/10/2007,1451.7
9/11/2007,25.27,,9/11/2007,1471.49
9/12/2007,24.96,,9/12/2007,1471.56
9/13/2007,24.76,,9/13/2007,1483.95
9/14/2007,24.92,,9/14/2007,1484.25
9/17/2007,26.48,,9/17/2007,1476.65
9/18/2007,20.35,,9/18/2007,1519.78
9/19/2007,20.03,,9/19/2007,1529.03
9/20/2007,20.45,,9/20/2007,1518.75
9/21/2007,19,,9/21/2007,1525.75
9/24/2007,19.37,,9/24/2007,1517.74
9/25/2007,18.6,,9/25/2007,1517.22
9/26/2007,17.63,,9/26/2007,1525.42
9/27/2007,17,,9/27/2007,1531.38
9/28/2007,18,,9/28/2007,1526.75
10/1/2007,17.84,,10/1/2007,1547.04
10/2/2007,18.49,,10/2/2007,1546.63
10/3/2007,18.8,,10/3/2007,1539.6
10/4/2007,18.44,,10/4/2007,1542.84
10/5/2007,16.91,,10/5/2007,1557.59
10/8/2007,17.46,,10/8/2007,1552.58
10/9/2007,16.12,,10/9/2007,1565.15
10/10/2007,16.67,,10/10/2007,1562.47
10/11/2007,18.88,,10/11/2007,1554.41
10/12/2007,17.73,,10/12/2007,1561.8
10/15/2007,19.25,,10/15/2007,1548.71
10/16/2007,20.02,,10/16/2007,1538.53
10/17/2007,18.54,,10/17/2007,1541.24
10/18/2007,18.5,,10/18/2007,1540.08
10/19/2007,22.96,,10/19/2007,1500.63
10/22/2007,21.64,,10/22/2007,1506.33
10/23/2007,20.41,,10/23/2007,1519.59
10/24/2007,20.8,,10/24/2007,1515.88
10/25/2007,21.17,,10/25/2007,1514.41
10/26/2007,19.56,,10/26/2007,1535.28
10/29/2007,19.87,,10/29/2007,1540.98
10/30/2007,21.07,,10/30/2007,1531.02
10/31/2007,18.53,,10/31/2007,1549.38
11/1/2007,23.21,,11/1/2007,1508.44
11/2/2007,23.01,,11/2/2007,1509.65
11/5/2007,24.31,,11/5/2007,1502.17
11/6/2007,21.39,,11/6/2007,1520.27
11/7/2007,26.49,,11/7/2007,1475.62
11/8/2007,26.16,,11/8/2007,1474.77
11/9/2007,28.5,,11/9/2007,1453.7
11/12/2007,31.09,,11/12/2007,1439.18
11/13/2007,24.1,,11/13/2007,1481.05
11/14/2007,25.94,,11/14/2007,1470.58
11/15/2007,28.06,,11/15/2007,1451.15
11/16/2007,25.49,,11/16/2007,1458.74
11/19/2007,26.01,,11/19/2007,1433.27
11/20/2007,24.88,,11/20/2007,1439.7
11/21/2007,26.84,,11/21/2007,1416.77
11/23/2007,25.61,,11/23/2007,1440.7
11/26/2007,28.91,,11/26/2007,1407.22
11/27/2007,26.28,,11/27/2007,1428.23
11/28/2007,24.11,,11/28/2007,1469.02
11/29/2007,23.97,,11/29/2007,1469.72
11/30/2007,22.87,,11/30/2007,1481.14
12/3/2007,23.61,,12/3/2007,1472.42
12/4/2007,23.79,,12/4/2007,1462.79
12/5/2007,22.53,,12/5/2007,1485.01
12/6/2007,20.96,,12/6/2007,1507.35
12/7/2007,20.85,,12/7/2007,1504.66
12/10/2007,20.74,,12/10/2007,1515.96
12/11/2007,23.59,,12/11/2007,1477.65
12/12/2007,22.47,,12/12/2007,1486.59
12/13/2007,22.56,,12/13/2007,1488.41
12/14/2007,23.27,,12/14/2007,1467.95
12/17/2007,24.52,,12/17/2007,1445.9
12/18/2007,22.64,,12/18/2007,1454.98
12/19/2007,21.68,,12/19/2007,1453
12/20/2007,20.58,,12/20/2007,1460.12
12/21/2007,18.47,,12/21/2007,1484.46
12/24/2007,18.6,,12/24/2007,1496.45
12/26/2007,18.66,,12/26/2007,1497.66
12/27/2007,20.26,,12/27/2007,1476.37
12/28/2007,20.74,,12/28/2007,1478.49
12/31/2007,22.5,,12/31/2007,1468.36
1/2/2008,23.17,,1/2/2008,1447.16
1/3/2008,22.49,,1/3/2008,1447.16
1/4/2008,23.94,,1/4/2008,1411.63
1/7/2008,23.79,,1/7/2008,1416.18
1/8/2008,25.43,,1/8/2008,1390.19
1/9/2008,24.12,,1/9/2008,1409.13
1/10/2008,23.45,,1/10/2008,1420.33
1/11/2008,23.68,,1/11/2008,1401.02
1/14/2008,22.9,,1/14/2008,1416.25
1/15/2008,23.34,,1/15/2008,1380.95
1/16/2008,24.38,,1/16/2008,1373.2
1/17/2008,28.46,,1/17/2008,1333.25
1/18/2008,27.18,,1/18/2008,1325.19
1/22/2008,31.01,,1/22/2008,1310.5
1/23/2008,29.02,,1/23/2008,1338.6
1/24/2008,27.78,,1/24/2008,1352.07
1/25/2008,29.08,,1/25/2008,1330.61
1/28/2008,27.78,,1/28/2008,1353.97
1/29/2008,27.32,,1/29/2008,1362.3
1/30/2008,27.62,,1/30/2008,1355.81
1/31/2008,26.2,,1/31/2008,1378.55
2/1/2008,24.02,,2/1/2008,1395.42
2/4/2008,25.99,,2/4/2008,1380.82
2/5/2008,28.24,,2/5/2008,1336.64
2/6/2008,28.97,,2/6/2008,1326.45
2/7/2008,27.66,,2/7/2008,1336.91
2/8/2008,28.01,,2/8/2008,1331.29
2/11/2008,27.6,,2/11/2008,1339.13
2/12/2008,26.33,,2/12/2008,1348.86
2/13/2008,24.88,,2/13/2008,1367.21
2/14/2008,25.54,,2/14/2008,1348.86
2/15/2008,25.02,,2/15/2008,1350
2/19/2008,25.59,,2/19/2008,1348.78
2/20/2008,24.4,,2/20/2008,1360.03
2/21/2008,25.12,,2/21/2008,1342.53
2/22/2008,24.06,,2/22/2008,1353.11
2/25/2008,23.03,,2/25/2008,1371.8
2/26/2008,21.9,,2/26/2008,1381.29
2/27/2008,22.69,,2/27/2008,1380.02
2/28/2008,23.53,,2/28/2008,1367.68
2/29/2008,26.54,,2/29/2008,1330.63
3/3/2008,26.28,,3/3/2008,1331.34
3/4/2008,25.52,,3/4/2008,1326.75
3/5/2008,24.6,,3/5/2008,1333.7
3/6/2008,27.55,,3/6/2008,1304.34
3/7/2008,27.49,,3/7/2008,1293.37
3/10/2008,29.38,,3/10/2008,1273.37
3/11/2008,26.36,,3/11/2008,1320.65
3/12/2008,27.22,,3/12/2008,1308.77
3/13/2008,27.29,,3/13/2008,1315.48
3/14/2008,31.16,,3/14/2008,1288.14
3/17/2008,32.24,,3/17/2008,1276.6
3/18/2008,25.79,,3/18/2008,1330.74
3/19/2008,29.84,,3/19/2008,1298.42
3/20/2008,26.62,,3/20/2008,1329.51
3/24/2008,25.73,,3/24/2008,1349.88
3/25/2008,25.72,,3/25/2008,1352.99
3/26/2008,26.08,,3/26/2008,1341.13
3/27/2008,25.88,,3/27/2008,1325.76
3/28/2008,25.71,,3/28/2008,1315.22
3/31/2008,25.61,,3/31/2008,1322.7
4/1/2008,22.68,,4/1/2008,1370.18
4/2/2008,23.43,,4/2/2008,1367.53
4/3/2008,23.21,,4/3/2008,1369.31
4/4/2008,22.45,,4/4/2008,1370.4
4/7/2008,22.42,,4/7/2008,1372.54
4/8/2008,22.36,,4/8/2008,1365.54
4/9/2008,22.81,,4/9/2008,1354.49
4/10/2008,21.98,,4/10/2008,1360.55
4/11/2008,23.46,,4/11/2008,1332.83
4/14/2008,23.82,,4/14/2008,1328.32
4/15/2008,22.78,,4/15/2008,1334.43
4/16/2008,20.53,,4/16/2008,1364.71
4/17/2008,20.37,,4/17/2008,1365.56
4/18/2008,20.13,,4/18/2008,1390.33
4/21/2008,20.5,,4/21/2008,1388.17
4/22/2008,20.87,,4/22/2008,1375.94
4/23/2008,20.26,,4/23/2008,1379.93
4/24/2008,20.06,,4/24/2008,1388.82
4/25/2008,19.59,,4/25/2008,1397.84
4/28/2008,19.64,,4/28/2008,1396.37
4/29/2008,20.24,,4/29/2008,1390.94
4/30/2008,20.79,,4/30/2008,1385.59
5/1/2008,18.88,,5/1/2008,1409.34
5/2/2008,18.18,,5/2/2008,1413.9
5/5/2008,18.9,,5/5/2008,1407.49
5/6/2008,18.21,,5/6/2008,1418.26
5/7/2008,19.73,,5/7/2008,1392.57
5/8/2008,19.4,,5/8/2008,1397.68
5/9/2008,19.41,,5/9/2008,1388.28
5/12/2008,17.79,,5/12/2008,1403.58
5/13/2008,17.98,,5/13/2008,1403.04
5/14/2008,17.66,,5/14/2008,1408.66
5/15/2008,16.3,,5/15/2008,1423.57
5/16/2008,16.47,,5/16/2008,1425.35
5/19/2008,17.01,,5/19/2008,1426.63
5/20/2008,17.58,,5/20/2008,1413.4
5/21/2008,18.59,,5/21/2008,1390.71
5/22/2008,18.05,,5/22/2008,1394.35
5/23/2008,19.55,,5/23/2008,1375.93
5/27/2008,19.64,,5/27/2008,1385.35
5/28/2008,19.07,,5/28/2008,1390.84
5/29/2008,18.14,,5/29/2008,1398.26
5/30/2008,17.83,,5/30/2008,1400.38
6/2/2008,19.83,,6/2/2008,1385.67
6/3/2008,20.24,,6/3/2008,1377.65
6/4/2008,20.8,,6/4/2008,1377.2
6/5/2008,18.63,,6/5/2008,1404.05
6/6/2008,23.56,,6/6/2008,1360.68
6/9/2008,23.12,,6/9/2008,1361.76
6/10/2008,23.18,,6/10/2008,1358.44
6/11/2008,24.12,,6/11/2008,1335.49
6/12/2008,23.33,,6/12/2008,1339.87
6/13/2008,21.22,,6/13/2008,1360.03
6/16/2008,20.95,,6/16/2008,1360.14
6/17/2008,21.13,,6/17/2008,1350.93
6/18/2008,22.24,,6/18/2008,1337.81
6/19/2008,21.58,,6/19/2008,1342.83
6/20/2008,22.87,,6/20/2008,1317.93
6/23/2008,22.64,,6/23/2008,1318
6/24/2008,22.42,,6/24/2008,1314.29
6/25/2008,21.14,,6/25/2008,1321.97
6/26/2008,23.93,,6/26/2008,1283.15
6/27/2008,23.44,,6/27/2008,1278.38
6/30/2008,23.95,,6/30/2008,1280
7/1/2008,23.65,,7/1/2008,1284.91
7/2/2008,25.92,,7/2/2008,1261.52
7/3/2008,24.78,,7/3/2008,1262.9
7/7/2008,25.78,,7/7/2008,1252.31
7/8/2008,23.15,,7/8/2008,1273.7
7/9/2008,25.23,,7/9/2008,1244.69
7/10/2008,25.59,,7/10/2008,1253.39
7/11/2008,27.49,,7/11/2008,1239.49
7/14/2008,28.48,,7/14/2008,1228.3
7/15/2008,28.54,,7/15/2008,1214.91
7/16/2008,25.1,,7/16/2008,1245.36
7/17/2008,25.01,,7/17/2008,1260.32
7/18/2008,24.05,,7/18/2008,1260.68
7/21/2008,23.05,,7/21/2008,1260
7/22/2008,21.18,,7/22/2008,1277
7/23/2008,21.31,,7/23/2008,1282.19
7/24/2008,23.44,,7/24/2008,1252.54
7/25/2008,22.91,,7/25/2008,1257.76
7/28/2008,24.23,,7/28/2008,1234.37
7/29/2008,22.03,,7/29/2008,1263.2
7/30/2008,21.21,,7/30/2008,1284.26
7/31/2008,22.94,,7/31/2008,1267.38
8/1/2008,22.57,,8/1/2008,1260.31
8/4/2008,23.49,,8/4/2008,1249.02
8/5/2008,21.14,,8/5/2008,1284.88
8/6/2008,20.23,,8/6/2008,1289.19
8/7/2008,21.15,,8/7/2008,1266.07
8/8/2008,20.66,,8/8/2008,1296.32
8/11/2008,20.12,,8/11/2008,1305.32
8/12/2008,21.17,,8/12/2008,1289.59
8/13/2008,21.55,,8/13/2008,1285.83
8/14/2008,20.34,,8/14/2008,1292.93
8/15/2008,19.58,,8/15/2008,1298.2
8/18/2008,20.98,,8/18/2008,1278.6
8/19/2008,21.28,,8/19/2008,1266.69
8/20/2008,20.42,,8/20/2008,1274.54
8/21/2008,19.82,,8/21/2008,1277.72
8/22/2008,18.81,,8/22/2008,1292.2
8/25/2008,20.97,,8/25/2008,1266.84
8/26/2008,20.49,,8/26/2008,1271.51
8/27/2008,19.76,,8/27/2008,1281.66
8/28/2008,19.43,,8/28/2008,1300.68
8/29/2008,20.65,,8/29/2008,1282.83
9/2/2008,21.99,,9/2/2008,1277.58
9/3/2008,21.43,,9/3/2008,1274.98
9/4/2008,24.03,,9/4/2008,1236.83
9/5/2008,23.06,,9/5/2008,1242.31
9/8/2008,22.64,,9/8/2008,1267.79
9/9/2008,25.47,,9/9/2008,1224.51
9/10/2008,24.52,,9/10/2008,1232.04
9/11/2008,24.39,,9/11/2008,1249.05
9/12/2008,25.66,,9/12/2008,1251.7
9/15/2008,31.7,,9/15/2008,1192.7
9/16/2008,30.3,,9/16/2008,1213.59
9/17/2008,36.22,,9/17/2008,1156.39
9/18/2008,33.1,,9/18/2008,1206.52
9/19/2008,32.07,,9/19/2008,1255.08
9/22/2008,33.85,,9/22/2008,1207.09
9/23/2008,35.72,,9/23/2008,1188.22
9/24/2008,35.19,,9/24/2008,1185.87
9/25/2008,32.82,,9/25/2008,1209.18
9/26/2008,34.74,,9/26/2008,1213.01
9/29/2008,46.72,,9/29/2008,1106.39
9/30/2008,39.39,,9/30/2008,1166.36
10/1/2008,39.81,,10/1/2008,1161.07
10/2/2008,45.26,,10/2/2008,1114.28
10/3/2008,45.14,,10/3/2008,1099.23
10/6/2008,52.05,,10/6/2008,1056.89
10/7/2008,53.68,,10/7/2008,996.23
10/8/2008,57.53,,10/8/2008,984.94
10/9/2008,63.92,,10/9/2008,909.92
10/10/2008,69.95,,10/10/2008,899.22
10/13/2008,54.99,,10/13/2008,1003.35
10/14/2008,55.13,,10/14/2008,998.01
10/15/2008,69.25,,10/15/2008,907.84
10/16/2008,67.61,,10/16/2008,946.43
10/17/2008,70.33,,10/17/2008,940.55
10/20/2008,52.97,,10/20/2008,985.4
10/21/2008,53.11,,10/21/2008,955.05
10/22/2008,69.65,,10/22/2008,896.78
10/23/2008,67.8,,10/23/2008,908.11
10/24/2008,79.13,,10/24/2008,876.77
10/27/2008,80.06,,10/27/2008,848.92
10/28/2008,66.96,,10/28/2008,940.51
10/29/2008,69.96,,10/29/2008,930.09
10/30/2008,62.9,,10/30/2008,954.09
10/31/2008,59.89,,10/31/2008,968.75
11/3/2008,53.68,,11/3/2008,966.3
11/4/2008,47.73,,11/4/2008,1005.75
11/5/2008,54.56,,11/5/2008,952.77
11/6/2008,63.68,,11/6/2008,904.88
11/7/2008,56.1,,11/7/2008,930.99
11/10/2008,59.98,,11/10/2008,919.21
11/11/2008,61.44,,11/11/2008,898.95
11/12/2008,66.46,,11/12/2008,852.3
11/13/2008,59.83,,11/13/2008,911.29
11/14/2008,66.31,,11/14/2008,873.29
11/17/2008,69.15,,11/17/2008,850.75
11/18/2008,67.64,,11/18/2008,859.12
11/19/2008,74.26,,11/19/2008,806.58
11/20/2008,80.86,,11/20/2008,752.44
11/21/2008,72.67,,11/21/2008,800.03
11/24/2008,64.7,,11/24/2008,851.81
11/25/2008,60.9,,11/25/2008,857.39
11/26/2008,54.92,,11/26/2008,887.68
11/28/2008,55.84,,11/28/2008,896.24
12/1/2008,68.51,,12/1/2008,816.21
12/2/2008,62.98,,12/2/2008,848.81
12/3/2008,60.72,,12/3/2008,870.74
12/4/2008,63.64,,12/4/2008,845.22
12/5/2008,59.93,,12/5/2008,876.07
12/8/2008,58.49,,12/8/2008,909.7
12/9/2008,58.91,,12/9/2008,888.67
12/10/2008,55.73,,12/10/2008,899.24
12/11/2008,55.78,,12/11/2008,873.59
12/12/2008,54.28,,12/12/2008,879.73
12/15/2008,56.76,,12/15/2008,868.57
12/16/2008,52.37,,12/16/2008,913.18
12/17/2008,49.84,,12/17/2008,904.42
12/18/2008,47.34,,12/18/2008,885.28
12/19/2008,44.93,,12/19/2008,887.88
12/22/2008,44.56,,12/22/2008,871.63
12/23/2008,45.02,,12/23/2008,863.16
12/24/2008,44.21,,12/24/2008,868.15
12/26/2008,43.38,,12/26/2008,872.8
12/29/2008,43.9,,12/29/2008,869.42
12/30/2008,41.63,,12/30/2008,890.64
12/31/2008,40,,12/31/2008,903.25
1/2/2009,39.19,,1/2/2009,931.8
1/5/2009,39.08,,1/5/2009,927.45
1/6/2009,38.56,,1/6/2009,934.7
1/7/2009,43.39,,1/7/2009,906.65
1/8/2009,42.56,,1/8/2009,909.73
1/9/2009,42.82,,1/9/2009,890.35
1/12/2009,45.84,,1/12/2009,870.26
1/13/2009,43.27,,1/13/2009,871.79
1/14/2009,49.14,,1/14/2009,842.62
1/15/2009,51,,1/15/2009,843.74
1/16/2009,46.11,,1/16/2009,850.12
1/20/2009,56.65,,1/20/2009,805.22
1/21/2009,46.42,,1/21/2009,840.24
1/22/2009,47.29,,1/22/2009,827.5
1/23/2009,47.27,,1/23/2009,831.95
1/26/2009,45.69,,1/26/2009,836.57
1/27/2009,42.25,,1/27/2009,845.71
1/28/2009,39.66,,1/28/2009,874.09
1/29/2009,42.63,,1/29/2009,845.14
1/30/2009,44.84,,1/30/2009,825.88
2/2/2009,45.52,,2/2/2009,825.44
2/3/2009,43.06,,2/3/2009,838.51
2/4/2009,43.85,,2/4/2009,832.23
2/5/2009,43.73,,2/5/2009,845.85
2/6/2009,43.37,,2/6/2009,868.6
2/9/2009,43.64,,2/9/2009,869.89
2/10/2009,46.67,,2/10/2009,827.16
2/11/2009,44.53,,2/11/2009,833.74
2/12/2009,41.25,,2/12/2009,835.19
2/13/2009,42.93,,2/13/2009,826.84
2/17/2009,48.66,,2/17/2009,789.17
2/18/2009,48.46,,2/18/2009,788.42
2/19/2009,47.08,,2/19/2009,778.94
2/20/2009,49.3,,2/20/2009,770.05
2/23/2009,52.62,,2/23/2009,743.33
2/24/2009,45.49,,2/24/2009,773.14
2/25/2009,44.67,,2/25/2009,764.9
2/26/2009,44.66,,2/26/2009,752.83
2/27/2009,46.35,,2/27/2009,735.09
3/2/2009,52.65,,3/2/2009,700.82
3/3/2009,50.93,,3/3/2009,696.33
3/4/2009,47.56,,3/4/2009,712.87
3/5/2009,50.17,,3/5/2009,682.55
3/6/2009,49.33,,3/6/2009,683.38
3/9/2009,49.68,,3/9/2009,676.53
3/10/2009,44.37,,3/10/2009,719.6
3/11/2009,43.61,,3/11/2009,721.36
3/12/2009,41.18,,3/12/2009,750.74
3/13/2009,42.36,,3/13/2009,756.55
3/16/2009,43.74,,3/16/2009,753.89
3/17/2009,40.8,,3/17/2009,778.12
3/18/2009,40.06,,3/18/2009,794.35
3/19/2009,43.68,,3/19/2009,784.04
3/20/2009,45.89,,3/20/2009,768.54
3/23/2009,43.23,,3/23/2009,822.92
3/24/2009,42.93,,3/24/2009,806.12
3/25/2009,42.25,,3/25/2009,813.88
3/26/2009,40.36,,3/26/2009,832.86
3/27/2009,41.04,,3/27/2009,815.94
3/30/2009,45.54,,3/30/2009,787.53
3/31/2009,44.14,,3/31/2009,797.87
4/1/2009,42.28,,4/1/2009,811.08
4/2/2009,42.04,,4/2/2009,834.38
4/3/2009,39.7,,4/3/2009,842.5
4/6/2009,40.93,,4/6/2009,835.48
4/7/2009,40.39,,4/7/2009,815.55
4/8/2009,38.85,,4/8/2009,825.16
4/9/2009,36.53,,4/9/2009,856.56
4/13/2009,37.81,,4/13/2009,858.73
4/14/2009,37.67,,4/14/2009,841.5
4/15/2009,36.17,,4/15/2009,852.06
4/16/2009,35.79,,4/16/2009,865.3
4/17/2009,33.94,,4/17/2009,869.6
4/20/2009,39.18,,4/20/2009,832.39
4/21/2009,37.14,,4/21/2009,850.08
4/22/2009,38.1,,4/22/2009,843.55
4/23/2009,37.15,,4/23/2009,851.92
4/24/2009,36.82,,4/24/2009,866.23
4/27/2009,38.32,,4/27/2009,857.51
4/28/2009,37.95,,4/28/2009,855.16
4/29/2009,36.08,,4/29/2009,873.64
4/30/2009,36.5,,4/30/2009,872.81
5/1/2009,35.3,,5/1/2009,877.52
5/4/2009,34.53,,5/4/2009,907.24
5/5/2009,33.36,,5/5/2009,903.8
5/6/2009,32.45,,5/6/2009,919.53
5/7/2009,33.44,,5/7/2009,907.39
5/8/2009,32.05,,5/8/2009,929.23
5/11/2009,32.87,,5/11/2009,909.24
5/12/2009,31.8,,5/12/2009,908.35
5/13/2009,33.65,,5/13/2009,883.92
5/14/2009,31.37,,5/14/2009,893.07
5/15/2009,33.12,,5/15/2009,882.88
5/18/2009,30.24,,5/18/2009,909.71
5/19/2009,28.8,,5/19/2009,908.13
5/20/2009,29.03,,5/20/2009,903.47
5/21/2009,31.35,,5/21/2009,888.33
5/22/2009,32.63,,5/22/2009,887
5/26/2009,30.62,,5/26/2009,910.33
5/27/2009,32.36,,5/27/2009,893.06
5/28/2009,31.67,,5/28/2009,906.83
5/29/2009,28.92,,5/29/2009,919.14
6/1/2009,30.04,,6/1/2009,942.87
6/2/2009,29.63,,6/2/2009,944.74
6/3/2009,31.02,,6/3/2009,931.76
6/4/2009,30.18,,6/4/2009,942.46
6/5/2009,29.62,,6/5/2009,940.09
6/8/2009,29.77,,6/8/2009,939.14
6/9/2009,28.27,,6/9/2009,942.43
6/10/2009,28.46,,6/10/2009,939.15
6/11/2009,28.11,,6/11/2009,944.89
6/12/2009,28.15,,6/12/2009,946.21
6/15/2009,30.81,,6/15/2009,923.72
6/16/2009,32.68,,6/16/2009,911.97
6/17/2009,31.54,,6/17/2009,910.71
6/18/2009,30.03,,6/18/2009,918.37
6/19/2009,27.99,,6/19/2009,921.23
6/22/2009,31.17,,6/22/2009,893.04
6/23/2009,30.58,,6/23/2009,895.1
6/24/2009,29.05,,6/24/2009,900.94
6/25/2009,26.36,,6/25/2009,920.26
6/26/2009,25.93,,6/26/2009,918.9
6/29/2009,25.35,,6/29/2009,927.23
6/30/2009,26.35,,6/30/2009,919.32
7/1/2009,26.22,,7/1/2009,923.33
7/2/2009,27.95,,7/2/2009,896.42
7/6/2009,29,,7/6/2009,898.72
7/7/2009,30.85,,7/7/2009,881.03
7/8/2009,31.3,,7/8/2009,879.56
7/9/2009,29.78,,7/9/2009,882.68
7/10/2009,29.02,,7/10/2009,879.13
7/13/2009,26.31,,7/13/2009,901.05
7/14/2009,25.02,,7/14/2009,905.84
7/15/2009,25.89,,7/15/2009,932.68
7/16/2009,25.42,,7/16/2009,940.74
7/17/2009,24.34,,7/17/2009,940.38
7/20/2009,24.4,,7/20/2009,951.13
7/21/2009,23.87,,7/21/2009,954.58
7/22/2009,23.47,,7/22/2009,954.07
7/23/2009,23.43,,7/23/2009,976.29
7/24/2009,23.09,,7/24/2009,979.26
7/27/2009,24.28,,7/27/2009,982.18
7/28/2009,25.01,,7/28/2009,979.62
7/29/2009,25.61,,7/29/2009,975.15
7/30/2009,25.4,,7/30/2009,986.75
7/31/2009,25.92,,7/31/2009,987.48
8/3/2009,25.56,,8/3/2009,1002.63
8/4/2009,24.89,,8/4/2009,1005.65
8/5/2009,24.9,,8/5/2009,1002.72
8/6/2009,25.67,,8/6/2009,997.08
8/7/2009,24.76,,8/7/2009,1010.48
8/10/2009,24.99,,8/10/2009,1007.1
8/11/2009,25.99,,8/11/2009,994.35
8/12/2009,25.45,,8/12/2009,1005.81
8/13/2009,24.71,,8/13/2009,1012.73
8/14/2009,24.27,,8/14/2009,1004.09
8/17/2009,27.89,,8/17/2009,979.73
8/18/2009,26.18,,8/18/2009,989.67
8/19/2009,26.26,,8/19/2009,996.46
8/20/2009,25.09,,8/20/2009,1007.37
8/21/2009,25.01,,8/21/2009,1026.13
8/24/2009,25.14,,8/24/2009,1025.57
8/25/2009,24.92,,8/25/2009,1028
8/26/2009,24.95,,8/26/2009,1028.12
8/27/2009,24.68,,8/27/2009,1030.98
8/28/2009,24.76,,8/28/2009,1028.93
8/31/2009,26.01,,8/31/2009,1020.63
